   Altitude   |     Temperature      |     Pressure       |      Density
-------+------+-------+------+-------+---------+----------+----------+----------
  Z (m)| H (m)| T (K) | t (C)|T_M (K)| P (Pa)  |  P/P_0   rho (kg/m^3) rho/rho_0
-------+------+-------+------+-------+---------+----------+----------+----------
  83500  82417  191.78 -81.37  191.82 5.7930e-1 5.7172e-06 1.0521e-05 8.5886e-06
  84000  82904  190.80 -82.35  190.84 5.3104e-1 5.2410e-06 9.6939e-06 7.9134e-06
  84500  83391  189.82 -83.33  189.87 4.8660e-1 4.8024e-06 8.9281e-06 7.2883e-06

  85000  83878  188.84 -84.31  188.89 4.4568e-1 4.3985e-06 8.2195e-06 6.7098e-06
  85500  84365  187.85 -85.30  187.92 4.0802e-1 4.0269e-06 7.5640e-06 6.1747e-06
  86000  84852  186.87 -86.28  186.95 3.7338e-1 3.6850e-06 6.9579e-06 5.6799e-06
  86500  85339  186.87 -86.28  186.96 3.4163e-1 3.3716e-06 6.3656e-06 5.1964e-06
  87000  85825  186.87 -86.28  186.98 3.1259e-1 3.0850e-06 5.8239e-06 4.7542e-06
  87500  86312  186.87 -86.28  187.00 2.8603e-1 2.8229e-06 5.3284e-06 4.3497e-06
  88000  86798  186.87 -86.28  187.03 2.6173e-1 2.5831e-06 4.8751e-06 3.9797e-06
  88500  87285  186.87 -86.28  187.06 2.3951e-1 2.3638e-06 4.4604e-06 3.6412e-06
  89000  87771  186.87 -86.28  187.11 2.1919e-1 2.1632e-06 4.0810e-06 3.3314e-06
  89500  88257  186.87 -86.28  187.16 2.0060e-1 1.9798e-06 3.7339e-06 3.0481e-06

  90000  88744  186.87 -86.28  187.21 1.8359e-1 1.8119e-06 3.4163e-06 2.7888e-06
  90500  89230  186.87 -86.28  187.28 1.6804e-1 1.6584e-06 3.1257e-06 2.5516e-06
  91000  89716  186.87 -86.28  187.36 1.5381e-1 1.5179e-06 2.8598e-06 2.3345e-06
  91500  90202  186.89 -86.26  187.47 1.4078e-1 1.3894e-06 2.6161e-06 2.1356e-06
  92000  90688  186.96 -86.19  187.64 1.2887e-1 1.2719e-06 2.3926e-06 1.9531e-06
  92500  91173  187.08 -86.07  187.87 1.1798e-1 1.1643e-06 2.1876e-06 1.7858e-06
  93000  91659  187.25 -85.90  188.16 1.0801e-1 1.0660e-06 1.9997e-06 1.6324e-06
  93500  92145  187.47 -85.68  188.51 9.8895e-2 9.7602e-07 1.8276e-06 1.4919e-06
  94000  92630  187.74 -85.41  188.92 9.0560e-2 8.9375e-07 1.6699e-06 1.3632e-06
  94500  93116  188.05 -85.10  189.39 8.2936e-2 8.1852e-07 1.5255e-06 1.2453e-06

  95000  93601  188.42 -84.73  189.92 7.5966e-2 7.4972e-07 1.3934e-06 1.1375e-06
  95500  94087  188.84 -84.31  190.52 6.9592e-2 6.8682e-07 1.2725e-06 1.0388e-06
  96000  94572  189.31 -83.84  191.17 6.3765e-2 6.2931e-07 1.1620e-06 9.4855e-07
  96500  95057  189.83 -83.32  191.90 5.8439e-2 5.7674e-07 1.0609e-06 8.6604e-07
  97000  95542  190.40 -82.75  192.69 5.3570e-2 5.2870e-07 9.6853e-07 7.9064e-07
  97500  96027  191.04 -82.11  193.55 4.9122e-2 4.8479e-07 8.8415e-07 7.2175e-07
  98000  96512  191.72 -81.43  194.48 4.5057e-2 4.4467e-07 8.0708e-07 6.5884e-07
  98500  96997  192.47 -80.68  195.49 4.1342e-2 4.0801e-07 7.3672e-07 6.0141e-07
  99000  97482  193.28 -79.87  196.58 3.7948e-2 3.7451e-07 6.7250e-07 5.4898e-07
  99500  97967  194.15 -79.00  197.74 3.4846e-2 3.4390e-07 6.1388e-07 5.0113e-07

 100000  98451  195.08 -78.07  198.99 3.2011e-2 3.1593e-07 5.6041e-07 4.5748e-07
 100500  98936  196.08 -77.07  200.33 2.9497e-2 2.9111e-07 5.1295e-07 4.1873e-07
 101000  99420  197.16 -75.99  201.75 2.7192e-2 2.6837e-07 4.6954e-07 3.8330e-07
 101500  99905  198.30 -74.85  203.27 2.5080e-2 2.4752e-07 4.2983e-07 3.5089e-07
 102000 100389  199.53 -73.62  204.88 2.3144e-2 2.2841e-07 3.9353e-07 3.2125e-07
 102500 100873  200.83 -72.32  206.59 2.1369e-2 2.1090e-07 3.6034e-07 2.9415e-07
 103000 101358  202.23 -70.92  208.42 1.9742e-2 1.9484e-07 3.2999e-07 2.6938e-07
 103500 101842  203.72 -69.43  210.35 1.8250e-2 1.8011e-07 3.0224e-07 2.4673e-07
 104000 102326  205.31 -67.84  212.41 1.6882e-2 1.6661e-07 2.7688e-07 2.2602e-07
 104500 102810  207.01 -66.14  214.60 1.5628e-2 1.5423e-07 2.5369e-07 2.0709e-07

 105000 103294  208.84 -64.31  216.93 1.4477e-2 1.4288e-07 2.3248e-07 1.8978e-07
 105500 103778  210.79 -62.36  219.42 1.3422e-2 1.3246e-07 2.1309e-07 1.7395e-07
 106000 104261  212.89 -60.26  222.09 1.2454e-2 1.2291e-07 1.9535e-07 1.5947e-07
 106500 104745  215.17 -57.98  224.94 1.1566e-2 1.1415e-07 1.7912e-07 1.4622e-07
 107000 105229  217.63 -55.52  228.02 1.0751e-2 1.0611e-07 1.6426e-07 1.3409e-07
 107500 105712  220.32 -52.83  231.36 1.0004e-2 9.8733e-08 1.5064e-07 1.2297e-07
 108000 106196  223.29 -49.86  235.00 9.3188e-3 9.1969e-08 1.3814e-07 1.1277e-07
 108500 106679  226.59 -46.56  239.02 8.6903e-3 8.5767e-08 1.2666e-07 1.0339e-07
 109000 107162  230.33 -42.82  243.53 8.1142e-3 8.0081e-08 1.1607e-07 9.4752e-08
 109500 107646  234.69 -38.46  248.71 7.5866e-3 7.4874e-08 1.0626e-07 8.6746e-08

 110000 108129  240.00 -33.15  254.93 7.1041e-3 7.0112e-08 9.7077e-08 7.9247e-08
 110500 108612  246.00 -27.15  261.91 6.6637e-3 6.5766e-08 8.8634e-08 7.2354e-08
 111000 109095  252.00 -21.15  268.92 6.2614e-3 6.1795e-08 8.1113e-08 6.6215e-08
 111500 109578  258.00 -15.15  275.95 5.8929e-3 5.8159e-08 7.4395e-08 6.0730e-08
 112000 110061  264.00  -9.15  283.00 5.5547e-3 5.4821e-08 6.8377e-08 5.5818e-08
 112500 110544  270.00  -3.15  290.07 5.2437e-3 5.1751e-08 6.2974e-08 5.1407e-08
 113000 111026  276.00   2.85  297.17 4.9570e-3 4.8922e-08 5.8110e-08 4.7437e-08
 113500 111509  282.00   8.85  304.28 4.6923e-3 4.6309e-08 5.3721e-08 4.3854e-08
 114000 111992  288.00  14.85  311.40 4.4473e-3 4.3892e-08 4.9752e-08 4.0614e-08
 114500 112474  294.00  20.85  318.54 4.2204e-3 4.1652e-08 4.6155e-08 3.7677e-08

 115000 112957  300.00  26.85  325.70 4.0096e-3 3.9572e-08 4.2887e-08 3.5010e-08
 115500 113439  306.00  32.85  332.86 3.8137e-3 3.7638e-08 3.9914e-08 3.2582e-08
 116000 113921  312.00  38.85  340.04 3.6313e-3 3.5838e-08 3.7202e-08 3.0369e-08
 116500 114403  318.00  44.85  347.23 3.4611e-3 3.4159e-08 3.4724e-08 2.8346e-08
 117000 114885  324.00  50.85  354.44 3.3022e-3 3.2590e-08 3.2457e-08 2.6495e-08
 117500 115368  330.00  56.85  361.65 3.1536e-3 3.1124e-08 3.0378e-08 2.4798e-08
 118000 115849  336.00  62.85  368.88 3.0145e-3 2.9751e-08 2.8468e-08 2.3240e-08
 118500 116331  342.00  68.85  376.12 2.8840e-3 2.8463e-08 2.6712e-08 2.1806e-08
 119000 116813  348.00  74.85  383.38 2.7616e-3 2.7255e-08 2.5094e-08 2.0485e-08
 119500 117295  354.00  80.85  390.64 2.6465e-3 2.6119e-08 2.3601e-08 1.9266e-08

 120000 117777  360.00  86.85  397.92 2.5383e-3 2.5051e-08 2.2222e-08 1.8140e-08
 120500 118258  365.97  92.82  405.18 2.4363e-3 2.4044e-08 2.0947e-08 1.7100e-08
 121000 118740  371.89  98.74  412.39 2.3401e-3 2.3095e-08 1.9768e-08 1.6138e-08
