              |Accel. |Pressure|          |Part- |          |  Mean   |
   Altitude   |due to | scale  | Number   | icle |Collision |  free   |Molecular
              |gravity| height | density  |speed |frequency |  path   | weight
-------+------+-------+--------+----------+------+----------+---------+---------
   Z   |   H  |   g   |  H_P   |    n     |  V   |    nu    |    L    |    M
  (m)  |  (m) |(m/s^2)|  (m)   | (1/m^3)  |(m/s) |   (1/s)  |   (m)   |(kg/kmol)
-------+------+-------+--------+----------+------+----------+---------+---------
  74000  73148  9.5823    6301  9.6442e+20  392.1 2.2384e+05 1.7518e-3  28.964
  74500  73637  9.5808    6273  8.9486e+20  391.2 2.0721e+05 1.8880e-3  28.964

  75000  74125  9.5793    6245  8.3002e+20  390.3 1.9175e+05 2.0354e-3  28.964
  75500  74614  9.5778    6217  7.6963e+20  389.4 1.7738e+05 2.1952e-3  28.964
  76000  75102  9.5763    6188  7.1338e+20  388.5 1.6403e+05 2.3683e-3  28.964
  76500  75590  9.5748    6160  6.6101e+20  387.5 1.5163e+05 2.5559e-3  28.964
  77000  76078  9.5733    6132  6.1227e+20  386.6 1.4012e+05 2.7593e-3  28.964
  77500  76567  9.5718    6103  5.6693e+20  385.7 1.2943e+05 2.9801e-3  28.964
  78000  77055  9.5703    6075  5.2475e+20  384.8 1.1951e+05 3.2196e-3  28.964
  78500  77542  9.5689    6047  4.8554e+20  383.8 1.1031e+05 3.4796e-3  28.964
  79000  78030  9.5674    6018  4.4909e+20  382.9 1.0179e+05 3.7620e-3  28.964
  79500  78518  9.5659    5990  4.1523e+20  382.0 9.3882e+04 4.0688e-3  28.964

  80000  79006  9.5644    5962  3.8377e+20  381.1 8.6558e+04 4.4023e-3  28.964
  80500  79493  9.5629    5933  3.5457e+20  380.1 7.9775e+04 4.7648e-3  28.964
  81000  79981  9.5614    5905  3.2747e+20  379.2 7.3495e+04 5.1592e-3  28.964
  81500  80468  9.5599    5877  3.0232e+20  378.2 6.7684e+04 5.5883e-3  28.964
  82000  80956  9.5585    5848  2.7900e+20  377.3 6.2307e+04 6.0553e-3  28.963
  82500  81443  9.5570    5820  2.5739e+20  376.3 5.7335e+04 6.5639e-3  28.962
  83000  81930  9.5555    5792  2.3735e+20  375.4 5.2739e+04 7.1181e-3  28.961
  83500  82417  9.5540    5763  2.1879e+20  374.4 4.8491e+04 7.7220e-3  28.959
  84000  82904  9.5525    5735  2.0159e+20  373.5 4.4567e+04 8.3805e-3  28.958
  84500  83391  9.5510    5706  1.8568e+20  372.5 4.0944e+04 9.0989e-3  28.957

  85000  83878  9.5496    5678  1.7095e+20  371.6 3.7599e+04 9.8829e-3  28.956
  85500  84365  9.5481    5650  1.5732e+20  370.6 3.4513e+04 1.0739e-2  28.954
  86000  84852  9.5466    5621  1.4473e+20  369.7 3.1667e+04 1.1673e-2  28.952
  86500  85339  9.5451    5623  1.3242e+20  369.7 2.8975e+04 1.2759e-2  28.950
  87000  85825  9.5436    5624  1.2116e+20  369.7 2.6513e+04 1.3944e-2  28.947
  87500  86312  9.5421    5625  1.1087e+20  369.7 2.4262e+04 1.5239e-2  28.944
  88000  86798  9.5407    5627  1.0145e+20  369.7 2.2203e+04 1.6653e-2  28.939
  88500  87285  9.5392    5629  9.2837e+19  369.8 2.0320e+04 1.8198e-2  28.934
  89000  87771  9.5377    5631  8.4959e+19  369.8 1.8598e+04 1.9886e-2  28.928
  89500  88257  9.5362    5634  7.7754e+19  369.9 1.7022e+04 2.1728e-2  28.920

  90000  88744  9.5348    5636  7.1162e+19  369.9 1.5582e+04 2.3741e-2  28.911
  90500  89230  9.5333    5639  6.5133e+19  370.0 1.4264e+04 2.5939e-2  28.900
  91000  89716  9.5318    5642  5.9616e+19  370.1 1.3059e+04 2.8339e-2  28.888
  91500  90202  9.5303    5647  5.4562e+19  370.2 1.1955e+04 3.0964e-2  28.875
  92000  90688  9.5288    5653  4.9926e+19  370.4 1.0945e+04 3.3839e-2  28.859
  92500  91173  9.5274    5661  4.5676e+19  370.6 1.0019e+04 3.6988e-2  28.842
  93000  91659  9.5259    5670  4.1780e+19  370.9 9.1714e+03 4.0437e-2  28.824
  93500  92145  9.5244    5682  3.8210e+19  371.2 8.3955e+03 4.4216e-2  28.804
  94000  92630  9.5229    5695  3.4939e+19  371.6 7.6852e+03 4.8354e-2  28.782
  94500  93116  9.5215    5710  3.1944e+19  372.1 7.0352e+03 5.2888e-2  28.759

  95000  93601  9.5200    5727  2.9203e+19  372.6 6.4404e+03 5.7853e-2  28.735
  95500  94087  9.5185    5745  2.6693e+19  373.2 5.8962e+03 6.3292e-2  28.709
  96000  94572  9.5170    5766  2.4398e+19  373.8 5.3984e+03 6.9247e-2  28.681
