              |Speed |         |         |Coef. of
   Altitude   |  of  | Dynamic |Kinematic|thermal
              |sound |viscosity|viscosity|conduct.
-------+------+------+---------+---------+---------
   Z   |   H  | C_s  |   mu    |   eta   |   k_t
  (m)  |  (m) |(m/s) |(Ns/m^2) | (m^2/s) |(W/m 1/K)
-------+------+------+---------+---------+---------
  66000  65322 304.39 1.4970e-5 1.0471e-1 2.0668e-2
  66500  65812 303.48 1.4896e-5 1.1140e-1 2.0554e-2
  67000  66301 302.57 1.4823e-5 1.1856e-1 2.0439e-2
  67500  66791 301.66 1.4749e-5 1.2622e-1 2.0325e-2
  68000  67280 300.75 1.4675e-5 1.3442e-1 2.0211e-2
  68500  67770 299.83 1.4601e-5 1.4321e-1 2.0096e-2
  69000  68259 298.91 1.4526e-5 1.5263e-1 1.9981e-2
  69500  68748 297.99 1.4452e-5 1.6274e-1 1.9866e-2

  70000  69238 297.06 1.4377e-5 1.7357e-1 1.9751e-2
  70500  69727 296.13 1.4302e-5 1.8520e-1 1.9636e-2
  71000  70216 295.20 1.4227e-5 1.9769e-1 1.9521e-2
  71500  70705 294.27 1.4152e-5 2.1110e-1 1.9406e-2
  72000  71194 293.44 1.4085e-5 2.2581e-1 1.9303e-2
  72500  71682 292.77 1.4031e-5 2.4211e-1 1.9221e-2
  73000  72171 292.10 1.3976e-5 2.5967e-1 1.9138e-2
  73500  72660 291.42 1.3922e-5 2.7859e-1 1.9055e-2
  74000  73148 290.75 1.3868e-5 2.9897e-1 1.8973e-2
  74500  73637 290.07 1.3813e-5 3.2095e-1 1.8890e-2

  75000  74125 289.40 1.3759e-5 3.4465e-1 1.8807e-2
  75500  74614 288.72 1.3704e-5 3.7022e-1 1.8724e-2
  76000  75102 288.04 1.3650e-5 3.9782e-1 1.8641e-2
  76500  75590 287.35 1.3595e-5 4.2761e-1 1.8558e-2
  77000  76078 286.67 1.3540e-5 4.5979e-1 1.8475e-2
  77500  76567 285.99 1.3485e-5 4.9455e-1 1.8392e-2
  78000  77055 285.30 1.3430e-5 5.3211e-1 1.8309e-2
  78500  77542 284.61 1.3374e-5 5.7272e-1 1.8225e-2
  79000  78030 283.92 1.3319e-5 6.1664e-1 1.8142e-2
  79500  78518 283.23 1.3264e-5 6.6415e-1 1.8059e-2

  80000  79006 282.54 1.3208e-5 7.1557e-1 1.7975e-2
  80500  79493 281.84 1.3152e-5 7.7125e-1 1.7891e-2
  81000  79981 281.15 1.3097e-5 8.3154e-1 1.7808e-2
  81500  80468 280.45 1.3041e-5 8.9686e-1 1.7724e-2
  82000  80956 279.75 1.2984e-5 9.6765e-1 1.7640e-2
  82500  81443 279.05 1.2928e-5 1.0444e+0 1.7555e-2
  83000  81930 278.35 1.2871e-5 1.1277e+0 1.7471e-2
  83500  82417 277.64 1.2814e-5 1.2180e+0 1.7386e-2
  84000  82904 276.94 1.2758e-5 1.3161e+0 1.7302e-2
  84500  83391 276.23 1.2701e-5 1.4225e+0 1.7217e-2

  85000  83878 275.52 1.2644e-5 1.5382e+0 1.7132e-2
  85500  84365 274.81 1.2586e-5 1.6640e+0 1.7047e-2
